"KIADII, George Momodu (NATVIPOL) ","","","",0 ,"JOHNSON, Samuel C. F. (NDPL) ","",7 ,"",Total Votes: ,"","","","",363
"KIEH, JR., George Klay (NDM) ","","","",3 ,"MORLEE, Nathan Victor (CDC) ","",19,"","","","","","",""
"KORTO, Joseph D. Z. (LERP) ","","","",1 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",42,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",1 ,"SLOBERT, SR., Anthony W.C. (UP) ","",178,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",3 ,"VINTON, Regina Saytue (CDC) ","",17,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",2 ,"WESSEH, Conmany B. (UP) ","",26,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",0 ,"WILLIAMS, Nathaniel J. (LDP) ","",6,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,647,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",26 ,"",Invalid Ballots: ,3,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",8 ,"",Valid Votes + Invalid Ballots: ,650,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",1,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",1,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",25,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",162,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",346,"","","","","","","","","",""
"",Invalid Votes: ,"","",20,"","","","","","","","","",""
"",Total Votes: ,"","",366,"","","","","","","","","",""
Precinct: 42002 ,Polling Place: ,1 ,"","","","","",Total: 372 ,Age 18-27: 41.7% ,Age 48-57: ,"","",8.9%,""
"Public School , DWEAKEN, River Gee ","","","","","","","",Males: 39.5% Females: 60.5% ,Age 28-37: 20.4% Age 38-47: 15.9% ,Age 58-67: Age 68+: ,"","",9.9%3.2%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
Candidate ,"","","",Votes ,Candidate ,"",Votes ,Candidate ,"","","","","",Votes
"BARNES, Milton Nathaniel (LDP) ","","","",3 ,"CHEA, Christian Snorteh (LP) ","",10 ,"BROOKS, Joseph T. (FDP) ","","","","","",1
"BRUMSKINE, Charles Walker (LP) ","","","",23 ,"CHEAPOO, SR., Chea  (UDA) ","",3 ,"DOEBO, Alfred P. T. (NDM) ","","","","","",9
"CONNEH, Sekou Damate (PRODEM) ","","","",5 ,"CHERUE, Frederick Doe (COTOL) ","",252 ,"QUAYE, William C. (CDC) ","","","","","",192
"DIVINE, SR., Samuel Raymond (Ind) ","","","",2 ,"DALMEIDA, Clara A. (LP) ","",8 ,"TARLESSON, Josephus N. (LDP) ","","","","","",9
"FARHAT, David M. (FDP) ","","","",2 ,"DAVIS, SR., G. Saygbegee (FAPL) ","",8 ,"TIPAYSON, J. Tarty (COTOL) ","","","","","",54
"JALLAH, Armah Zolu (NPL) ","","","",1 ,"JLAH, SR., Benjamin Belju-Wleh (APD) ","",16 ,"TOE, Albert S. (LP) ","","","","","",1
"JOHNSON-SIRLEAF, Ellen  (UP) ","","","",20 ,"JOHNSON, Isaac Nyenekartoe (COTOL) ","",45 ,"",Valid Votes: ,"","","","",266
"KIADII, George Momodu (NATVIPOL) ","","","",3 ,"JOHNSON, Samuel C. F. (NDPL) ","",5 ,"",Invalid Votes: ,"","","","",12
"KIEH, JR., George Klay (NDM) ","","","",1 ,"MORLEE, Nathan Victor (CDC) ","",13 ,"",Total Votes: ,"","","","",278
"KORTO, Joseph D. Z. (LERP) ","","","",0 ,"SAYTUE, SR., A. Nyenpan (NPP) ","",7,"","","","","","",""
"KPOTO, Robert Momo (ULD) ","","","",0 ,"SLOBERT, SR., Anthony W.C. (UP) ","",10,"","","","","","",""
"KROMAH, Alhaji G. V. (ALCOP) ","","","",1 ,"VINTON, Regina Saytue (CDC) ","",5,"","","","","","",""
"MASSAQUOI, Roland Chris Yarkpah (NPP) ","","","",0 ,"WESSEH, Conmany B. (UP) ","",21,"","","","","","",""
"MORLU, John Sembe (UDA) ","","","",1 ,"WILLIAMS, Nathaniel J. (LDP) ","",3,"","","","","","",""
"REEVES, Alfred Garpee (NRP) ","","","",0 ,"",Valid Votes: ,406,"","","","","","",""
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ","","","",35 ,"",Invalid Ballots: ,12,"","","","","","",""
"TIPOTEH, Togba-Nah  (APD) ","","","",6 ,"",Valid Votes + Invalid Ballots: ,418,"","","","","","",""
"TOR-THOMPSON, Margaret J. (FAPL) ","","","",0,"","","","","","","","","",""
"TUBMAN, William Vacanarat Shadrach (RULP) ","","","",3,"","","","","","","","","",""
"TUBMAN, Winston A. (NDPL) ","","","",68,"","","","","","","","","",""
"WEAH, George Manneh (CDC) ","","","",92,"","","","","","","","","",""
"WOAH-TEE, Joseph Mamadee (LPL) ","","","",1,"","","","","","","","","",""
"",Valid Votes: ,"","",267,"","","","","","","","","",""
"",Invalid Votes: ,"","",14,"","","","","","","","","",""
"",Total Votes: ,"","",281,"","","","","","","","","",""
Precinct: 42002 ,Polling Place: ,2 ,"","","","","",Total: 365 ,Age 18-27: 40.3% ,Age 48-57: ,"","",7.9%,""
"Public School , DWEAKEN, River Gee ","","","","","","","",Males: 47.1% Females: 52.9% ,Age 28-37: 24.7% Age 38-47: 15.1% ,Age 58-67: Age 68+: ,"","",7.7%4.4%,""
"","","","","","",Senate ,"","",House of Representatives,"","","","",""
President and Vice-President ,"","","","","",River Gee ,"","River Gee, Electoral District 3","","","","","",""
