"KIEH, JR., George Klay (NDM) ",,,3,"LAKE, Delores Zoe (UP) ",,8,,"Total Votes: ",,,,,388,
"KORTO, Joseph D. Z. (LERP) ",,,1,"RICHARDS, Paul Mhulbah (LP) ",,5,,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,0,"SAMUELS, Fata S. (NDPL) ",,11,,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,0,"SEESEE, Lasana Abraham (Ind) ",,4,,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,2,"SIAKOR, Franklin Obed (Ind) ",,28,,,,,,,,
"MORLU, John Sembe (UDA) ",,,1,"SIRLEAF, Lassana M. (PRODEM) ",,6,,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,3,"TOKPAH, Molley O. K. (CDC) ",,50,,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,8,"WOKPEH, Lysander B. (FAPL) ",,5,,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,2,,"Valid Votes: ",716,,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,1,,"Invalid Ballots: ",22,,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,4,,"Valid Votes + Invalid Ballots: ",738,,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,311,,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,15,,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,2,,,,,,,,,,,
,"Valid Votes: ",,366,,,,,,,,,,,
,"Invalid Votes: ",,24,,,,,,,,,,,
,"Total Votes: ",,390,,,,,,,,,,,
"Precinct: 06005 ","Polling Place: ",1,,,,,,"Total: 317 ","Age 18-27: 38.5% ","Age 48-57: ",,,"8.5%",
"Kornie Palava Hut, Kornie, Bong ",,,,,,,,"Males: 47.6% Females: 52.4% ","Age 28-37: 24.6% Age 38-47: 15.5% ","Age 58-67: Age 68+: ",,,"7.6%5.4%",
,,,,,,"Senate ",,,"House of Representatives",,,,,
"President and Vice-President ",,,,,,"Bong ",,,"Bong, Electoral District 3",,,,,
"Candidate ",,,,"Votes ","Candidate ",,"Votes ","Candidate ",,,,,,"Votes"
"BARNES, Milton Nathaniel (LDP) ",,,,6,"CORNORMIA, SR., Joseph N. (COTOL) ",,30,"BONDO, G. Samuel K.S. (LP) ",,,,,,25
"BRUMSKINE, Charles Walker (LP) ",,,,1,"DAVIES, Olive Quita (CDC) ",,4,"CLINTON, Joseph Orendor (UP) ",,,,,,13
"CONNEH, Sekou Damate (PRODEM) ",,,,0,"DOLO, Othello F. (PRODEM) ",,4,"COOPER, Viola Nyamah (COTOL) ",,,,,,160
"DIVINE, SR., Samuel Raymond (Ind) ",,,,2,"HOWARD-TAYLOR, Jewel Ceaineh (NPP) ",,136,"DENNIS, Oretha Tinapu (LPL) ",,,,,,12
"FARHAT, David M. (FDP) ",,,,1,"JACKSON, Ranney Banama (COTOL) ",,30,"RENNIE, Charles S. (UDA) ",,,,,,10
"JALLAH, Armah Zolu (NPL) ",,,,2,"KAMARA, Mustapha A. (UP) ",,8,"TUCKER, Larwuson M. (CDC) ",,,,,,14
"JOHNSON-SIRLEAF, Ellen  (UP) ",,,,4,"KERKULA, SR., Martin Fahnlon (LP) ",,8,,"Valid Votes: ",,,,,234
"KIADII, George Momodu (NATVIPOL) ",,,,2,"KERMUE, Melee I. L. (NPP) ",,51,,"Invalid Votes: ",,,,,6
"KIEH, JR., George Klay (NDM) ",,,,0,"LAKE, Delores Zoe (UP) ",,9,,"Total Votes: ",,,,,240
"KORTO, Joseph D. Z. (LERP) ",,,,0,"RICHARDS, Paul Mhulbah (LP) ",,15,,,,,,,
"KPOTO, Robert Momo (ULD) ",,,,0,"SAMUELS, Fata S. (NDPL) ",,35,,,,,,,
"KROMAH, Alhaji G. V. (ALCOP) ",,,,1,"SEESEE, Lasana Abraham (Ind) ",,5,,,,,,,
"MASSAQUOI, Roland Chris Yarkpah (NPP) ",,,,2,"SIAKOR, Franklin Obed (Ind) ",,28,,,,,,,
"MORLU, John Sembe (UDA) ",,,,1,"SIRLEAF, Lassana M. (PRODEM) ",,12,,,,,,,
"REEVES, Alfred Garpee (NRP) ",,,,1,"TOKPAH, Molley O. K. (CDC) ",,16,,,,,,,
"SHERMAN, Harry Varney Gboto-Nambi (COTOL) ",,,,20,"WOKPEH, Lysander B. (FAPL) ",,2,,,,,,,
"TIPOTEH, Togba-Nah  (APD) ",,,,1,,"Valid Votes: ",393,,,,,,,
"TOR-THOMPSON, Margaret J. (FAPL) ",,,,2,,"Invalid Ballots: ",26,,,,,,,
"TUBMAN, William Vacanarat Shadrach (RULP) ",,,,2,,"Valid Votes + Invalid Ballots: ",419,,,,,,,
"TUBMAN, Winston A. (NDPL) ",,,,140,,,,,,,,,,
"WEAH, George Manneh (CDC) ",,,,21,,,,,,,,,,
"WOAH-TEE, Joseph Mamadee (LPL) ",,,,3,,,,,,,,,,
